1 , 27
2 , 31
3 , 21
4 , 12
5 , 64
6 , 36
7 , 39
8 , 70
9 , 41
10 , 75
11 , 90
12 , 56
13 , 62
14 , 40
15 , 39
16 , 118
17 , 313
18 , 254
19 , 266
20 , 267
21 , 138
22 , 63
23 , 60
24 , 90
25 , 102
26 , 97
27 , 77
28 , 81
29 , 158
30 , 177
31 , 168
32 , 96
33 , 156
34 , 84
35 , 81
36 , 52
37 , 60
38 , 82
39 , 174
40 , 71
41 , 73
42 , 131
43 , 202
44 , 89
45 , 84
46 , 100
47 , 201
48 , 91
49 , 66
50 , 53
51 , 87
52 , 241
53 , 69
54 , 66
55 , 49
56 , 28
57 , 46
58 , 74
59 , 77
60 , 71
61 , 87
62 , 184
63 , 201
64 , 133
65 , 98
66 , 141
67 , 143
68 , 141
69 , 226
70 , 230
71 , 156
72 , 239
73 , 344
74 , 98
75 , 117
76 , 169
77 , 192
78 , 57
79 , 83
80 , 143
81 , 245
82 , 150
83 , 120
84 , 77
85 , 153
86 , 83
87 , 83
88 , 82
89 , 66
90 , 43
91 , 56
92 , 63
93 , 112
94 , 117
95 , 98
96 , 114
97 , 133
98 , 214
99 , 261
100 , 165
101 , 138
102 , 98
103 , 87
104 , 99
105 , 107
106 , 96
107 , 89
108 , 95
109 , 112
110 , 150
111 , 150
112 , 142
113 , 160
114 , 136
115 , 200
116 , 263
117 , 82
118 , 110
119 , 101
120 , 75
121 , 165
122 , 99
123 , 84
124 , 76
125 , 101
126 , 136
127 , 125
128 , 76
129 , 117
130 , 233
131 , 199
132 , 102
133 , 76
134 , 97
135 , 111
136 , 77
137 , 102
138 , 189
139 , 190
140 , 135
141 , 169
142 , 238
143 , 280
144 , 158
145 , 127
146 , 108
147 , 231
148 , 459
149 , 201
150 , 386
151 , 478
152 , 147
153 , 101
154 , 120
155 , 114
156 , 147
157 , 250
158 , 137
159 , 183
160 , 187
161 , 228
162 , 70
163 , 204
164 , 143
165 , 228
166 , 70
167 , 79
168 , 132
169 , 590
170 , 163
171 , 99
172 , 210
173 , 124
174 , 140
175 , 205
176 , 134
177 , 234
178 , 254
179 , 92
180 , 165
181 , 652
182 , 303
183 , 274
184 , 257
185 , 139
186 , 237
187 , 258
188 , 200
189 , 157
190 , 236
191 , 127
192 , 98
193 , 66
194 , 103
195 , 202
196 , 178
197 , 148
198 , 164
199 , 170
200 , 85
201 , 126
202 , 196
203 , 328
204 , 218
205 , 157
206 , 63
207 , 73
208 , 103
209 , 184
210 , 202
211 , 235
212 , 198
213 , 150
214 , 147
215 , 170
216 , 76
217 , 114
218 , 192
219 , 309
220 , 104
221 , 144
222 , 270
223 , 119
224 , 145
225 , 117
226 , 198
227 , 248
228 , 125
229 , 178
230 , 198
231 , 279
232 , 281
233 , 238
234 , 243
235 , 270
236 , 103
237 , 176
238 , 224
239 , 99
240 , 175
241 , 282
242 , 90
243 , 144
244 , 204
245 , 84
246 , 111
247 , 115
248 , 122
249 , 82
250 , 105
251 , 149
252 , 152
253 , 175
254 , 211
255 , 127
256 , 145
257 , 142
258 , 159
259 , 126
260 , 122
261 , 129
262 , 129
263 , 131
264 , 167
265 , 166
266 , 213
267 , 203
268 , 202
269 , 237
270 , 252
271 , 247
272 , 332
273 , 179
274 , 129
275 , 101
276 , 126
277 , 121
278 , 79
279 , 121
280 , 191
281 , 126
282 , 210
283 , 311
284 , 192
285 , 225
286 , 246
287 , 205
288 , 216
289 , 251
290 , 130
291 , 177
292 , 220
293 , 136
294 , 204
295 , 288
296 , 168
297 , 194
298 , 186
299 , 101
300 , 117
301 , 84
302 , 92
303 , 119
304 , 126
305 , 173
306 , 182
307 , 165
308 , 238
309 , 135
310 , 209
311 , 262
312 , 192
313 , 240
314 , 165
315 , 232
316 , 166
317 , 181
318 , 218
319 , 157
320 , 226
321 , 137
322 , 199
323 , 259
324 , 159
325 , 216
326 , 179
327 , 216
328 , 235
329 , 195
330 , 240
331 , 185
332 , 252
333 , 258
334 , 207
335 , 273
336 , 174
337 , 238
338 , 300
339 , 210
340 , 251
341 , 199
342 , 207
343 , 259
344 , 194
345 , 241
346 , 248
347 , 188
348 , 193
349 , 156
350 , 174
351 , 166
352 , 183
353 , 152
354 , 191
355 , 124
356 , 182
357 , 188
358 , 238
359 , 138
360 , 210
361 , 232
362 , 198
363 , 244
364 , 207
365 , 274
366 , 282
367 , 197
368 , 257
369 , 171
370 , 238
371 , 284
372 , 216
373 , 266
374 , 167
375 , 227
376 , 139
377 , 171
378 , 139
379 , 189
380 , 225
381 , 184
382 , 215
383 , 181
384 , 207
385 , 214
386 , 271
387 , 192
388 , 230
389 , 294
390 , 211
391 , 247
392 , 233
393 , 286
394 , 320
395 , 260
396 , 269
397 , 244
398 , 320
399 , 200
400 , 235
401 , 313
402 , 118
403 , 217
404 , 289
405 , 175
406 , 220
407 , 274
408 , 189
409 , 225
410 , 232
411 , 214
412 , 267
413 , 231
414 , 280
415 , 281
416 , 246
417 , 298
418 , 307
419 , 247
420 , 321
421 , 319
422 , 288
423 , 348
424 , 276
425 , 292
426 , 285
427 , 376
428 , 218
429 , 279
430 , 331
431 , 181
432 , 257
433 , 339
434 , 189
435 , 259
436 , 313
437 , 155
438 , 227
439 , 276
440 , 207
441 , 268
442 , 356
443 , 262
444 , 306
445 , 376
446 , 199
447 , 216
448 , 280
449 , 198
450 , 259
451 , 331
452 , 379
453 , 243
454 , 307
455 , 345
456 , 214
457 , 242
458 , 305
459 , 221
460 , 290
461 , 350
462 , 238
463 , 290
464 , 323
465 , 264
466 , 296
467 , 301
468 , 212
469 , 362
470 , 294
471 , 176
472 , 202
473 , 248
474 , 142
475 , 184
476 , 266
477 , 129
478 , 265
479 , 264
480 , 168
481 , 185
482 , 253
483 , 118
484 , 166
485 , 218
486 , 115
487 , 165
488 , 257
489 , 121
490 , 183
491 , 263
492 , 131
493 , 181
494 , 253
495 , 137
496 , 208
497 , 272
498 , 182
499 , 270
500 , 282
501 , 272
502 , 336
503 , 229
504 , 319
505 , 352
506 , 276
507 , 315
508 , 295
509 , 352
510 , 268
511 , 324
512 , 360
513 , 310
514 , 338
515 , 345
516 , 358
517 , 378
518 , 354
519 , 305
520 , 358
521 , 254
522 , 338
523 , 405
524 , 313
525 , 287
526 , 371
527 , 410
528 , 317
529 , 403
530 , 250
531 , 354
532 , 421
533 , 287
534 , 328
535 , 240
536 , 268
537 , 266
538 , 352
539 , 262
540 , 326
541 , 240
542 , 305
543 , 343
544 , 265
545 , 351
546 , 246
547 , 318
548 , 247
549 , 309
550 , 355
551 , 289
552 , 373
553 , 288
554 , 324
555 , 325
556 , 300
557 , 337
558 , 266
559 , 383
560 , 217
561 , 315
562 , 368
563 , 274
564 , 311
565 , 176
566 , 231
567 , 304
568 , 193
569 , 217
570 , 153
571 , 152
572 , 159
573 , 101
574 , 129
575 , 141
576 , 144
577 , 194
578 , 259
579 , 248
580 , 287
581 , 292
582 , 225
583 , 282
584 , 341
585 , 330
586 , 288
587 , 318
588 , 403
589 , 277
590 , 233
591 , 156
592 , 191
593 , 201
594 , 192
595 , 243
596 , 310
597 , 394
598 , 427
599 , 284
600 , 353
