1 , 27 , 28835 , 2.472136488340192
2 , 31 , 25092 , 2.151234567901234
3 , 21 , 17625 , 1.5110596707818933
4 , 12 , 21006 , 1.800925925925926
5 , 64 , 32141 , 2.755572702331962
6 , 36 , 37562 , 3.220336076817558
7 , 39 , 27504 , 2.3580246913580245
8 , 70 , 12327 , 1.0568415637860082
9 , 41 , 7207 , 0.6178840877914952
10 , 75 , 19024 , 1.6310013717421126
11 , 90 , 49330 , 4.229252400548697
12 , 56 , 31701 , 2.717849794238683
13 , 62 , 31560 , 2.705761316872428
14 , 40 , 23761 , 2.0371227709190673
15 , 39 , 30752 , 2.6364883401920443
16 , 118 , 57270 , 4.909979423868313
17 , 313 , 107271 , 9.19675925925926
18 , 254 , 61003 , 5.230024005486968
19 , 266 , 58541 , 5.018947187928669
20 , 267 , 58972 , 5.055898491083677
21 , 138 , 26015 , 2.230366941015089
22 , 63 , 11488 , 0.9849108367626886
23 , 60 , 5601 , 0.4801954732510286
24 , 90 , 7340 , 0.629286694101509
25 , 102 , 9617 , 0.8245027434842249
26 , 97 , 30048 , 2.5761316872427984
27 , 77 , 31859 , 2.7313957475994517
28 , 81 , 38234 , 3.277949245541839
29 , 158 , 50394 , 4.320473251028807
30 , 177 , 53574 , 4.593106995884773
31 , 168 , 36133 , 3.097822359396434
32 , 96 , 25582 , 2.1932441700960217
33 , 156 , 38123 , 3.268432784636488
34 , 84 , 26318 , 2.2563443072702327
35 , 81 , 25229 , 2.162980109739369
36 , 52 , 9272 , 0.7949245541838137
37 , 60 , 8711 , 0.7468278463648834
38 , 82 , 21386 , 1.8335048010973938
39 , 174 , 44119 , 3.782493141289439
40 , 71 , 10438 , 0.8948902606310014
41 , 73 , 9138 , 0.7834362139917693
42 , 131 , 19408 , 1.663923182441701
43 , 202 , 41760 , 3.580246913580247
44 , 89 , 16218 , 1.3904320987654324
45 , 84 , 17403 , 1.4920267489711931
46 , 100 , 32601 , 2.7950102880658445
47 , 201 , 51217 , 4.391032235939642
48 , 91 , 43019 , 3.6881858710562407
49 , 66 , 20520 , 1.7592592592592589
50 , 53 , 9052 , 0.776063100137174
51 , 87 , 19775 , 1.695387517146776
52 , 241 , 64745 , 5.550840192043897
53 , 69 , 11902 , 1.0204046639231825
54 , 66 , 10572 , 0.9063786008230452
55 , 49 , 6696 , 0.5740740740740741
56 , 28 , 3247 , 0.27837791495198905
57 , 46 , 4834 , 0.41443758573388206
58 , 74 , 12210 , 1.0468106995884776
59 , 77 , 21765 , 1.8659979423868314
60 , 71 , 30938 , 2.652434842249657
61 , 87 , 47280 , 4.053497942386832
