I,H,S,P
89 , 589 , 43268 , 7.334056546206523
90 , 819 , 46723 , 7.919689470472575
91 , 368 , 52694 , 8.93179198589735
92 , 659 , 52889 , 8.964845074242321
93 , 659 , 48483 , 8.218014780663095
94 , 645 , 64784 , 10.98108346328565
95 , 710 , 51405 , 8.713302596786225
96 , 548 , 44748 , 7.584921011594007
97 , 883 , 40992 , 6.948267679164689
98 , 653 , 64496 , 10.93226659434538
99 , 883 , 63872 , 10.82649671164147
100 , 699 , 64317 , 10.901925554274866
101 , 923 , 44150 , 7.483558207336091
102 , 443 , 40225 , 6.818258865007799
103 , 460 , 44394 , 7.524916943521595
104 , 485 , 56426 , 9.564377245914976
105 , 299 , 39654 , 6.721472642213032
106 , 409 , 53344 , 9.041968947047257
107 , 476 , 73131 , 12.395925147467624
108 , 980 , 62732 , 10.633263272086248
109 , 476 , 48306 , 8.18801274662689
110 , 632 , 80057 , 13.569903044274186
111 , 874 , 52381 , 8.87873754152824
112 , 930 , 47117 , 7.986473659231134
113 , 940 , 40133 , 6.802664587429656
114 , 484 , 50320 , 8.529391823174453
115 , 969 , 39587 , 6.710115940063733
116 , 380 , 54813 , 9.29096887924605
117 , 504 , 61245 , 10.381212285578684
118 , 512 , 57710 , 9.782019119940337
119 , 665 , 57251 , 9.704217235066785
120 , 829 , 51233 , 8.684148077835783
121 , 443 , 48306 , 8.188012746626889
122 , 646 , 52124 , 8.83517526611974
123 , 876 , 65534 , 11.108210726150926
124 , 884 , 52662 , 8.926367889348429
125 , 980 , 46642 , 7.905959726083124
126 , 980 , 43266 , 7.333717540172215
127 , 980 , 45406 , 7.696453996881144
128 , 500 , 40713 , 6.900976337378804
129 , 581 , 46490 , 7.880195267475759
130 , 525 , 41131 , 6.971828598549055
131 , 483 , 66576 , 11.284832870025086
132 , 714 , 66643 , 11.296189572174384
133 , 980 , 41720 , 7.071665875652587
134 , 980 , 45983 , 7.794257237778833
135 , 513 , 56102 , 9.509458268357175
136 , 755 , 47940 , 8.125974642348632
137 , 939 , 55411 , 9.392331683503967
138 , 980 , 50403 , 8.54346057359821
139 , 526 , 66521 , 11.275510204081632
140 , 527 , 68662 , 11.638416163807712
141 , 920 , 40340 , 6.837751711980474
142 , 473 , 46472 , 7.877144213166995
143 , 974 , 54566 , 9.249101634009083
144 , 975 , 52917 , 8.969591158722626
145 , 980 , 52871 , 8.961794019933556
146 , 980 , 48020 , 8.13953488372093
147 , 980 , 46289 , 7.846125161027865
148 , 474 , 53322 , 9.038239880669876
149 , 615 , 61812 , 10.477320496304834
150 , 650 , 60841 , 10.312733066648587
151 , 930 , 45442 , 7.702556105498679
152 , 924 , 50364 , 8.536849955929217
153 , 980 , 43292 , 7.338124618618213
154 , 980 , 48848 , 8.279883381924197
155 , 969 , 47344 , 8.024950844125025
156 , 565 , 46071 , 7.809173503288357
157 , 587 , 45494 , 7.711370262390672
158 , 510 , 48899 , 8.288528035799036
159 , 460 , 45581 , 7.726117024883043
160 , 581 , 46055 , 7.806461455013901
161 , 649 , 54221 , 9.190623093091057
162 , 980 , 58826 , 9.97118448708387
163 , 980 , 56416 , 9.562682215743438
164 , 980 , 56308 , 9.54437588989084
165 , 508 , 52588 , 8.913824666079055
166 , 980 , 41909 , 7.103701945894637
167 , 972 , 38659 , 6.552817140145096
168 , 980 , 32274 , 5.470540375618685
169 , 969 , 38563 , 6.5365448504983386
170 , 380 , 51519 , 8.732625940741743
171 , 871 , 62687 , 10.625635636314327
172 , 908 , 55363 , 9.384195538680586
173 , 970 , 49514 , 8.392772391348567
174 , 926 , 48506 , 8.221913350057632
175 , 934 , 48161 , 8.163434809139604
176 , 980 , 49359 , 8.36649942368974
177 , 980 , 57943 , 9.82151332293715
178 , 980 , 55809 , 9.459793884331141
179 , 422 , 46387 , 7.86273645670893
180 , 969 , 51727 , 8.767882568309718
181 , 496 , 61550 , 10.432910705810562
182 , 909 , 48608 , 8.239202657807306
183 , 930 , 50370 , 8.53786697403214
184 , 501 , 58015 , 9.833717540172216
185 , 980 , 68808 , 11.663163604312157
186 , 980 , 62131 , 10.531391958776865
187 , 980 , 48226 , 8.174452505254592
188 , 980 , 55247 , 9.364533188690759
189 , 980 , 53648 , 9.093497864261984
190 , 969 , 50793 , 8.609566750288154
191 , 914 , 61490 , 10.422740524781345
192 , 969 , 56385 , 9.557427622211677
193 , 980 , 54348 , 9.212149976269577
194 , 980 , 36671 , 6.215845142043529
195 , 977 , 34982 , 5.92955454607092
196 , 980 , 32176 , 5.453929079937624
197 , 980 , 45140 , 7.651366194318259
198 , 968 , 39573 , 6.70774289782358
199 , 980 , 35862 , 6.078717201166181
200 , 923 , 39886 , 6.76079734219269
201 , 980 , 49997 , 8.474642348633807
202 , 980 , 41767 , 7.079632517458811
203 , 980 , 40704 , 6.8994508102244225
204 , 597 , 40231 , 6.819275883110718
205 , 947 , 34637 , 5.871076005152891
206 , 980 , 49435 , 8.379381652993422
207 , 959 , 54999 , 9.322496440436643
208 , 980 , 46079 , 7.810529527425588
209 , 980 , 42241 , 7.159976947589666
210 , 980 , 45766 , 7.75747508305648
211 , 980 , 43667 , 7.40168825005085
212 , 980 , 33447 , 5.669367414739982
213 , 948 , 44945 , 7.618313105973287
214 , 965 , 44274 , 7.504576581463149
215 , 965 , 44066 , 7.469319953895179
216 , 972 , 55176 , 9.352498474472846
217 , 980 , 54861 , 9.299105024069432
218 , 965 , 47429 , 8.039358600583089
219 , 965 , 42920 , 7.275069496237033
220 , 965 , 53747 , 9.110278662960203
221 , 965 , 41104 , 6.9672520170859045
222 , 965 , 59417 , 10.071360770221709
223 , 965 , 55708 , 9.442674079598614
224 , 965 , 38959 , 6.603668045291207
225 , 958 , 35966 , 6.096345514950166
226 , 980 , 43892 , 7.439826428910434
227 , 946 , 35302 , 5.983795511560105
228 , 917 , 46514 , 7.884263339887451
229 , 968 , 43225 , 7.326767916468913
230 , 883 , 52793 , 8.948572784595566
231 , 980 , 47868 , 8.113770425113566
232 , 980 , 53857 , 9.12892399484711
233 , 965 , 62909 , 10.66326530612245
234 , 965 , 32880 , 5.57325920401383
235 , 964 , 27921 , 4.732693741948607
236 , 980 , 47955 , 8.12851718760594
237 , 980 , 47866 , 8.113431419079257
238 , 965 , 57554 , 9.755576649264357
239 , 965 , 62801 , 10.644958980269852
240 , 917 , 50644 , 8.584310800732252
241 , 954 , 52057 , 8.82381856397044
242 , 948 , 70355 , 11.925384771848936
243 , 980 , 44218 , 7.495084412502543
244 , 980 , 45884 , 7.7774764390806155
245 , 980 , 37070 , 6.283476845887857
246 , 958 , 37163 , 6.299240626483152
247 , 958 , 40755 , 6.908095464099262
248 , 947 , 52691 , 8.931283476845888
249 , 978 , 78800 , 13.356837751711979
250 , 965 , 62293 , 10.558851447555762
251 , 965 , 63295 , 10.728693470743778
252 , 980 , 43564 , 7.384229439284019
253 , 965 , 57587 , 9.761170248830432
254 , 965 , 48803 , 8.272255746152283
255 , 946 , 50233 , 8.51464506068208
256 , 980 , 40476 , 6.860804122313378
257 , 980 , 32279 , 5.471387890704454
258 , 965 , 33580 , 5.691911316021426
259 , 587 , 41889 , 7.100311885551563
260 , 946 , 53551 , 9.077056071598072
261 , 946 , 47446 , 8.042240151874704
262 , 948 , 36571 , 6.198894840328158
263 , 640 , 30169 , 5.113736524510136
264 , 980 , 34270 , 5.8088683978574815
265 , 980 , 58459 , 9.90897687978846
266 , 980 , 73160 , 12.40084073496508
267 , 980 , 32874 , 5.57224218591091
268 , 980 , 30393 , 5.151705200352565
269 , 966 , 34310 , 5.815648518543629
270 , 965 , 55790 , 9.45657332700522
271 , 959 , 34088 , 5.778018848735506
272 , 965 , 32457 , 5.501559427757815
273 , 965 , 43653 , 7.399315207810698
274 , 940 , 51968 , 8.808732795443758
275 , 980 , 76397 , 12.949522001491625
276 , 980 , 47350 , 8.02596786222795
277 , 980 , 47880 , 8.11580446131941
278 , 973 , 49405 , 8.374296562478813
279 , 965 , 52306 , 8.866024815241712
280 , 965 , 36275 , 6.148721947250661
281 , 946 , 34023 , 5.7670011526205185
282 , 938 , 34882 , 5.91260424435555
283 , 961 , 36850 , 6.246186182114043
284 , 587 , 78291 , 13.270560715980743
285 , 980 , 28175 , 4.775747508305648
286 , 965 , 71849 , 12.178622279476572
287 , 965 , 61999 , 10.509017560512579
288 , 965 , 63791 , 10.812766967252017
289 , 965 , 69807 , 11.832497118448712
290 , 968 , 43048 , 7.296765882432707
291 , 980 , 42643 , 7.228117160485457
292 , 980 , 59579 , 10.098820259000611
293 , 980 , 63143 , 10.70292901213642
294 , 965 , 45441 , 7.702386602481525
295 , 970 , 63912 , 10.833276832327613
296 , 980 , 50504 , 8.560580378330734
297 , 965 , 51511 , 8.731269916604514
298 , 965 , 50436 , 8.549054173164285
299 , 889 , 62557 , 10.603600244084344
300 , 925 , 63235 , 10.718523289714557
301 , 980 , 36173 , 6.131432639500983
302 , 980 , 48971 , 8.300732253034104
303 , 965 , 49645 , 8.414977286595702
304 , 965 , 32122 , 5.444775917011324
305 , 965 , 51179 , 8.674994914909485
306 , 965 , 57973 , 9.826598413451757
307 , 928 , 54607 , 9.256051257712386
308 , 980 , 32389 , 5.490033222591362
309 , 939 , 36152 , 6.127873076140756
310 , 965 , 79002 , 13.39107736117703
311 , 965 , 52445 , 8.889585734626078
312 , 924 , 47058 , 7.976472981219065
313 , 887 , 60331 , 10.226286527900196
314 , 965 , 59584 , 10.099667774086376
315 , 931 , 44818 , 7.596786222794765
316 , 965 , 62380 , 10.57359821004814
317 , 980 , 44921 , 7.614245033561598
318 , 658 , 52759 , 8.94280968201234
319 , 954 , 65786 , 11.150925486473659
320 , 948 , 42905 , 7.272526950979728
321 , 969 , 46163 , 7.824767780866499
322 , 980 , 62619 , 10.614109431147876
323 , 977 , 31164 , 5.282392026578074
324 , 937 , 61346 , 10.398332090311209
325 , 755 , 56803 , 9.628279883381923
326 , 926 , 44880 , 7.607295409858297
327 , 942 , 44741 , 7.583734490473931
328 , 980 , 56266 , 9.537256763170385
329 , 974 , 29887 , 5.065936673672791
330 , 498 , 59657 , 10.1120414943386
331 , 546 , 71465 , 12.113533120889553
332 , 641 , 70383 , 11.930130856329244
333 , 930 , 44840 , 7.600515289172147
334 , 938 , 35374 , 5.995999728795173
335 , 980 , 47509 , 8.052918841955385
336 , 948 , 54697 , 9.271306529256224
337 , 974 , 34301 , 5.814122991389246
338 , 937 , 32607 , 5.52698488033087
339 , 466 , 47591 , 8.06681808936199
340 , 733 , 68563 , 11.621635365109498
341 , 775 , 47170 , 7.995457319140282
342 , 940 , 43192 , 7.321174316902841
343 , 927 , 58204 , 9.865753610414266
344 , 980 , 71938 , 12.193708048003254
345 , 963 , 44516 , 7.545596311614348
346 , 965 , 43084 , 7.302867991050239
347 , 965 , 42977 , 7.284731168214793
348 , 963 , 56224 , 9.530137636449929
349 , 965 , 53166 , 9.011797409993896
350 , 965 , 37296 , 6.3217845277645965
351 , 668 , 51253 , 8.68753813817886
352 , 952 , 46555 , 7.8912129635907515
353 , 951 , 44494 , 7.541867245236965
354 , 962 , 47891 , 8.1176689945081
355 , 681 , 44706 , 7.577801884873551
356 , 965 , 56836 , 9.633873482947998
357 , 980 , 53014 , 8.986032951386537
358 , 974 , 49526 , 8.394806427554412
359 , 954 , 34471 , 5.842938504305375
360 , 963 , 65686 , 11.133975184758288
361 , 963 , 49329 , 8.361414333175132
362 , 944 , 59827 , 10.140857007254727
363 , 980 , 40580 , 6.878432436097363
364 , 980 , 46998 , 7.966302800189843
365 , 936 , 46464 , 7.875788189029765
366 , 980 , 41418 , 7.020475964472168
367 , 980 , 47642 , 8.07546274323683
368 , 980 , 47649 , 8.076649264356906
369 , 970 , 47960 , 8.129364702691708
370 , 980 , 48662 , 8.24835582073361
371 , 980 , 39313 , 6.663672113363618
372 , 931 , 46046 , 7.804935927859515
373 , 968 , 49980 , 8.471760797342196
374 , 944 , 36098 , 6.118719913214455
375 , 974 , 36572 , 6.199064343345311
376 , 965 , 46469 , 7.876635704115534
377 , 958 , 44725 , 7.581022442199471
378 , 954 , 40818 , 6.918774154179945
379 , 965 , 24054 , 4.077225574615228
380 , 915 , 49860 , 8.451420435283747
381 , 965 , 59638 , 10.10882093701268
382 , 980 , 35848 , 6.07634415892603
383 , 922 , 54779 , 9.285205776662822
384 , 911 , 57886 , 9.811851650959387
385 , 935 , 43642 , 7.397450674622008
386 , 953 , 35647 , 6.042274052478135
387 , 912 , 49550 , 8.3988744999661
388 , 911 , 43560 , 7.383551427215403
389 , 911 , 47812 , 8.10427825615296
390 , 965 , 52502 , 8.899247406603838
391 , 952 , 39147 , 6.6355346125161025
392 , 887 , 39096 , 6.626889958641264
393 , 954 , 56933 , 9.650315275611906
394 , 636 , 68197 , 11.559597260831241
395 , 929 , 27011 , 4.578445996338735
396 , 555 , 38620 , 6.5462065224761
397 , 945 , 77408 , 13.120889551834026
398 , 951 , 76628 , 12.988677198454132
399 , 965 , 61405 , 10.408332768323273
400 , 961 , 45579 , 7.725778018848737
401 , 935 , 38945 , 6.601295003051054
402 , 961 , 46949 , 7.957997152349313
403 , 965 , 67813 , 11.49450810224422
404 , 971 , 36751 , 6.229405383415824
405 , 935 , 38313 , 6.494169096209913
406 , 484 , 56572 , 9.589124686419417
407 , 953 , 73194 , 12.406603837548309
408 , 935 , 39336 , 6.667570682758153
409 , 930 , 44877 , 7.606786900806834
410 , 925 , 59263 , 10.045257305580039
411 , 980 , 25239 , 4.27808664994237
412 , 941 , 37931 , 6.429418943657196
413 , 919 , 42159 , 7.146077700183064
414 , 965 , 53410 , 9.053156146179402
415 , 931 , 57078 , 9.674893213099194
416 , 904 , 37965 , 6.4351820462404214
417 , 940 , 41404 , 7.018102922232016
418 , 965 , 39908 , 6.764526408570073
419 , 965 , 41664 , 7.062173706691978
420 , 965 , 44574 , 7.555427486609261
421 , 923 , 58842 , 9.97389653535833
422 , 948 , 74842 , 12.685944809817617
423 , 965 , 56965 , 9.655739372160825
424 , 960 , 46881 , 7.946470947182861
425 , 980 , 52247 , 8.856024137229644
426 , 973 , 37358 , 6.332293714828125
427 , 935 , 51923 , 8.801105159671843
428 , 941 , 51609 , 8.74788121228558
429 , 935 , 51808 , 8.781612312699165
430 , 965 , 41128 , 6.971320089497592
431 , 967 , 44535 , 7.548816868940267
432 , 947 , 61057 , 10.349345718353787
433 , 961 , 34264 , 5.80785137975456
434 , 965 , 65535 , 11.108380229168079
435 , 949 , 42232 , 7.158451420435283
436 , 929 , 37677 , 6.3863651773001555
437 , 980 , 36765 , 6.2317784256559765
438 , 980 , 26130 , 4.429113838226321
439 , 570 , 34409 , 5.832429317241846
440 , 871 , 44597 , 7.559326056003795
441 , 909 , 42068 , 7.1306529256220745
442 , 748 , 42591 , 7.219303003593465
443 , 875 , 50157 , 8.501762831378398
444 , 936 , 57365 , 9.723540579022307
445 , 920 , 44196 , 7.491355346125163
446 , 980 , 23777 , 4.030273238863652
447 , 934 , 42344 , 7.177435758356497
448 , 903 , 46559 , 7.8918909756593685
449 , 980 , 38429 , 6.513831446199741
450 , 899 , 51851 , 8.788900942436776
451 , 969 , 30581 , 5.183571767577463
452 , 944 , 26315 , 4.460471896399756
453 , 376 , 37679 , 6.386704183334463
454 , 495 , 50908 , 8.629059597260833
455 , 945 , 61439 , 10.414095870906504
456 , 965 , 36573 , 6.199233846362465
457 , 914 , 45728 , 7.751033968404637
458 , 725 , 62269 , 10.554783375144078
459 , 870 , 62952 , 10.670553935860056
460 , 980 , 29574 , 5.01288222930368
461 , 942 , 37131 , 6.293816529934233
462 , 864 , 39717 , 6.732151332293715
463 , 826 , 67503 , 11.441962166926572
464 , 869 , 57754 , 9.7894772526951
465 , 927 , 38575 , 6.538578886704183
466 , 967 , 41821 , 7.088785680385111
467 , 902 , 42807 , 7.255915655298664
468 , 612 , 24757 , 4.196386195674283
469 , 616 , 25835 , 4.379110448165978
470 , 934 , 55291 , 9.37199132144552
471 , 844 , 58748 , 9.957963251745886
472 , 878 , 58957 , 9.993389382331005
473 , 921 , 56571 , 9.588955183402264
474 , 971 , 57211 , 9.697437114380635
475 , 539 , 49041 , 8.312597464234864
476 , 924 , 51976 , 8.810088819580987
477 , 927 , 38726 , 6.564173842294392
478 , 946 , 53537 , 9.074683029357924
479 , 936 , 38251 , 6.483659909146383
480 , 954 , 36624 , 6.207878500237305
481 , 954 , 45911 , 7.782053020543765
482 , 918 , 52194 , 8.847040477320496
483 , 930 , 41363 , 7.011153298528713
484 , 903 , 38751 , 6.568411417723235
485 , 906 , 40064 , 6.790968879246051
486 , 943 , 42709 , 7.239304359617599
487 , 943 , 35191 , 5.964980676656045
488 , 920 , 50043 , 8.482439487422875
489 , 911 , 47304 , 8.018170723438876
490 , 936 , 32091 , 5.439521323479557
491 , 941 , 41025 , 6.953861278730762
492 , 926 , 33833 , 5.734795579361314
493 , 926 , 33117 , 5.6134314190792605
494 , 906 , 36306 , 6.153976540782426
495 , 896 , 45540 , 7.719167401179739
496 , 941 , 43175 , 7.318292765611227
497 , 855 , 39665 , 6.723337175401723
498 , 934 , 42721 , 7.241338395823445
499 , 926 , 43832 , 7.429656247881212
500 , 896 , 40883 , 6.929791850294936
501 , 897 , 57468 , 9.74099938978914
502 , 906 , 36046 , 6.109905756322463
503 , 946 , 33773 , 5.724625398332089
504 , 921 , 42197 , 7.152518814834904
505 , 929 , 45200 , 7.661536375347479
506 , 884 , 41920 , 7.105566479083326
507 , 923 , 33678 , 5.708522611702487
508 , 927 , 34525 , 5.852091667231677
509 , 928 , 40225 , 6.818258865007797
510 , 938 , 58099 , 9.847955793613126
511 , 942 , 59069 , 10.01237372025222
512 , 940 , 33730 , 5.71733676859448
513 , 945 , 43874 , 7.436775374601668
514 , 906 , 46436 , 7.871042104549462
515 , 898 , 47990 , 8.134449793206318
516 , 980 , 37312 , 6.324496576039054
517 , 890 , 44029 , 7.463048342260492
518 , 902 , 39441 , 6.68536849955929
519 , 912 , 37381 , 6.336192284222658
520 , 915 , 36366 , 6.164146721811648
521 , 907 , 43366 , 7.350667841887584
522 , 909 , 40409 , 6.849447420164078
523 , 941 , 39216 , 6.647230320699709
524 , 493 , 49047 , 8.313614482337785
525 , 511 , 56013 , 9.494372499830495
526 , 601 , 38066 , 6.452301850972948
527 , 968 , 41078 , 6.962844938639908
528 , 980 , 38315 , 6.49450810224422
529 , 980 , 33038 , 5.600040680724118
530 , 903 , 53853 , 9.128245982778497
531 , 954 , 42660 , 7.23099871177707
532 , 924 , 27733 , 4.7008271747237105
533 , 942 , 38331 , 6.497220150518679
534 , 980 , 33212 , 5.629534205708862
535 , 900 , 38766 , 6.570953962980542
536 , 948 , 37060 , 6.281781815716318
537 , 921 , 47814 , 8.104617262187267
538 , 922 , 63274 , 10.725133907383551
539 , 935 , 39816 , 6.748932130991932
540 , 942 , 37817 , 6.410095599701674
541 , 884 , 45338 , 7.684927791714693
542 , 904 , 49056 , 8.31514000949217
543 , 946 , 49381 , 8.370228490067124
544 , 909 , 34176 , 5.792935114245034
545 , 600 , 43844 , 7.431690284087057
546 , 630 , 50766 , 8.604990168825005
547 , 948 , 35756 , 6.0607498813478875
548 , 509 , 41581 , 7.0481049562682205
549 , 929 , 49457 , 8.383110719370805
550 , 657 , 44243 , 7.499321987931386
551 , 926 , 50336 , 8.532103871448912
552 , 971 , 35673 , 6.0466811309241315
553 , 593 , 33865 , 5.7402196759102315
554 , 527 , 35269 , 5.9782019119940335
555 , 807 , 36479 , 6.183300562750017
556 , 865 , 44327 , 7.5135602413722955
557 , 335 , 45126 , 7.648993152078107
558 , 544 , 54270 , 9.198928740931587
559 , 937 , 43609 , 7.391857075055937
560 , 904 , 40310 , 6.832666621465862
561 , 923 , 30634 , 5.192555427486608
562 , 662 , 53188 , 9.015526476371278
563 , 948 , 32377 , 5.487999186385517
564 , 735 , 43438 , 7.362872059122653
565 , 720 , 38984 , 6.607905620720048
566 , 815 , 41628 , 7.056071598074444
567 , 973 , 26099 , 4.4238592446945555
568 , 960 , 34018 , 5.766153637534749
569 , 654 , 47150 , 7.992067258797206
570 , 932 , 37581 , 6.370092887653399
571 , 571 , 18305 , 3.102752728998576
572 , 527 , 45838 , 7.7696793002915445
573 , 617 , 47219 , 8.003762966980812
574 , 832 , 49517 , 8.393280900400026
575 , 847 , 50232 , 8.514475557664925
576 , 946 , 43122 , 7.309309105702082
577 , 948 , 50266 , 8.520238660248154
578 , 942 , 54268 , 9.198589734897281
579 , 935 , 53083 , 8.997728659570138
580 , 660 , 42887 , 7.26947589667096
581 , 906 , 37714 , 6.392636788934845
582 , 894 , 34965 , 5.926672994779309
583 , 922 , 48055 , 8.14546748932131
584 , 419 , 42992 , 7.287273713472102
585 , 933 , 41887 , 7.099972879517256
586 , 882 , 33542 , 5.685470201369585
587 , 923 , 31379 , 5.31883517526612
588 , 939 , 43387 , 7.354227405247814
589 , 600 , 44133 , 7.480676656044478
590 , 905 , 42058 , 7.12895789545054
591 , 635 , 39761 , 6.739609465048476
592 , 905 , 38022 , 6.444843718218185
593 , 912 , 45040 , 7.634415892602888
594 , 624 , 46815 , 7.935283748050717
595 , 920 , 57775 , 9.793036816055325
596 , 924 , 63114 , 10.69801342463896
597 , 947 , 38282 , 6.4889145026781465
598 , 946 , 38995 , 6.609770153908738
599 , 947 , 39525 , 6.699606753000203
600 , 892 , 35531 , 6.0226117024883035
601 , 664 , 57059 , 9.671672655773275
602 , 667 , 50035 , 8.481083463285646
603 , 927 , 34203 , 5.797511695708184
604 , 765 , 34357 , 5.823615160349854
605 , 794 , 31320 , 5.30883449725405
606 , 814 , 31137 , 5.277815445114922
607 , 332 , 35912 , 6.087192352023866
608 , 655 , 40615 , 6.884365041697742
609 , 663 , 41689 , 7.066411282120822
610 , 688 , 55103 , 9.340124754220621
611 , 948 , 44472 , 7.538138178859585
612 , 596 , 40241 , 6.820970913282257
613 , 845 , 33189 , 5.625635636314326
614 , 863 , 31390 , 5.320699708454811
615 , 377 , 32912 , 5.5786833005627505
616 , 407 , 38855 , 6.5860397315072206
617 , 386 , 40450 , 6.856397043867381
618 , 715 , 35442 , 6.007525933961626
619 , 652 , 46852 , 7.9415553596854025
620 , 936 , 41567 , 7.045731914028072
621 , 570 , 30814 , 5.223065970574274
622 , 321 , 41468 , 7.028951115329852
623 , 526 , 48608 , 8.23920265780731
624 , 382 , 36690 , 6.219065699369447
625 , 391 , 42776 , 7.250661061766899
626 , 531 , 44978 , 7.623906705539359
627 , 712 , 44113 , 7.477286595701405
628 , 896 , 33582 , 5.692250322055733
629 , 837 , 38412 , 6.510949894908131
630 , 853 , 35633 , 6.039901010237981
631 , 681 , 34619 , 5.868024950844125
632 , 662 , 29612 , 5.019323343955523
633 , 636 , 37106 , 6.28957895450539
634 , 754 , 41311 , 7.002339141636723
635 , 921 , 37471 , 6.351447555766493
636 , 780 , 36407 , 6.1710963455149495
637 , 797 , 38892 , 6.592311343141908
638 , 644 , 48823 , 8.275645806495358
639 , 817 , 55144 , 9.347074377923928
640 , 903 , 28097 , 4.762526272967659
641 , 938 , 27192 , 4.609126042443556
642 , 620 , 36310 , 6.154654552851041
643 , 664 , 47670 , 8.080208827717131
644 , 732 , 51103 , 8.662112685605804
645 , 826 , 36493 , 6.185673604990169
646 , 814 , 41540 , 7.04115533256492
647 , 946 , 44694 , 7.575767848667706
648 , 971 , 22279 , 3.776357719167401
649 , 959 , 27812 , 4.714217913078852
650 , 778 , 41083 , 6.9636924537256775
651 , 922 , 34826 , 5.903112075394943
652 , 953 , 36895 , 6.253813817885958
653 , 965 , 43739 , 7.413892467285917
654 , 860 , 42197 , 7.152518814834903
655 , 879 , 29311 , 4.968302935792257
656 , 861 , 32206 , 5.4590141704522335
657 , 564 , 40078 , 6.793341921486204
658 , 593 , 37865 , 6.418231744525053
659 , 852 , 44663 , 7.570513255135941
660 , 853 , 36046 , 6.109905756322461
661 , 852 , 35913 , 6.087361855041019
662 , 541 , 36803 , 6.238219540307815
663 , 557 , 35096 , 5.948877890026444
664 , 805 , 31410 , 5.324089768797884
