I,H,S,P
58 , 242 , 10098 , 2.883429276315789
59 , 292 , 10760 , 3.0724597953216377
60 , 265 , 15808 , 4.51388888888889
61 , 157 , 7567 , 2.1607159173976616
62 , 288 , 18006 , 5.141515899122808
63 , 239 , 14865 , 4.24462033991228
64 , 241 , 12890 , 3.680669773391813
65 , 285 , 14028 , 4.005619517543859
66 , 157 , 8359 , 2.386867233187134
67 , 279 , 13257 , 3.7854646381578947
68 , 263 , 16278 , 4.648094846491229
69 , 255 , 17427 , 4.976185581140352
70 , 177 , 9440 , 2.6955409356725144
71 , 197 , 9264 , 2.645285087719299
72 , 279 , 16636 , 4.750319809941519
73 , 366 , 16515 , 4.715768914473685
74 , 328 , 13948 , 3.9827759502923974
75 , 245 , 16471 , 4.703204952485381
76 , 214 , 11722 , 3.3471536915204676
77 , 222 , 15082 , 4.306583516081871
78 , 276 , 14491 , 4.137826663011696
79 , 78 , 9956 , 2.842881944444444
80 , 291 , 17174 , 4.903942799707602
81 , 267 , 15394 , 4.395673428362571
82 , 296 , 18017 , 5.144656889619883
83 , 402 , 18323 , 5.232033534356725
84 , 359 , 17984 , 5.135233918128655
85 , 347 , 16263 , 4.643811677631579
86 , 246 , 21031 , 6.005288285818712
87 , 247 , 20928 , 5.975877192982457
88 , 292 , 12755 , 3.642121253654971
89 , 243 , 13809 , 3.943085252192981
90 , 384 , 16073 , 4.5895582054093556
91 , 338 , 17727 , 5.061848958333335
92 , 307 , 18407 , 5.256019279970759
93 , 416 , 19193 , 5.4804573282163735
94 , 360 , 15839 , 4.522740771198831
95 , 259 , 18577 , 5.304561860380117
96 , 310 , 17407 , 4.970474689327485
97 , 310 , 17591 , 5.023014894005848
98 , 230 , 15661 , 4.471913834064327
99 , 300 , 16671 , 4.760313870614035
100 , 337 , 19669 , 5.6163765533625725
101 , 282 , 17206 , 4.91308022660819
102 , 305 , 21381 , 6.10522889254386
103 , 361 , 17944 , 5.123812134502923
104 , 303 , 18457 , 5.270296509502924
105 , 338 , 23092 , 6.593795687134502
106 , 287 , 23386 , 6.6777457967836265
107 , 201 , 19158 , 5.4704632675438605
108 , 415 , 24476 , 6.988989400584795
109 , 378 , 16972 , 4.846262792397662
110 , 269 , 18369 , 5.245168585526316
111 , 461 , 23468 , 6.701160453216376
112 , 522 , 24282 , 6.93359375
113 , 339 , 14765 , 4.216065880847954
114 , 485 , 26721 , 7.630037006578946
115 , 454 , 18654 , 5.326548793859649
116 , 375 , 21976 , 6.275127923976607
117 , 464 , 28263 , 8.070346765350877
118 , 425 , 13593 , 3.881407620614034
119 , 504 , 31634 , 9.032917580409359
120 , 426 , 20443 , 5.837388066520468
121 , 458 , 20242 , 5.779993603801168
122 , 452 , 25236 , 7.206003289473684
123 , 508 , 25811 , 7.370191429093568
124 , 312 , 19926 , 5.6897615131578965
125 , 403 , 24189 , 6.907038103070176
126 , 409 , 27700 , 7.909585160818714
127 , 287 , 21791 , 6.222302174707602
128 , 562 , 50267 , 14.3534699378655
129 , 457 , 38453 , 10.980046144005842
130 , 455 , 35132 , 10.031752558479536
131 , 453 , 44542 , 12.718727156432749
132 , 417 , 36754 , 10.494905884502922
133 , 481 , 50415 , 14.395730537280704
134 , 572 , 48076 , 13.727841739766085
135 , 540 , 53205 , 15.19239994517544
136 , 576 , 49747 , 14.204986750730995
137 , 531 , 77755 , 22.202519645467834
138 , 450 , 45140 , 12.889482821637422
139 , 576 , 62204 , 17.762015716374275
140 , 440 , 44542 , 12.718727156432749
141 , 494 , 72233 , 20.62574241593567
142 , 576 , 84920 , 24.2484466374269
143 , 503 , 64863 , 18.521278782894736
144 , 472 , 32544 , 9.292763157894736
145 , 498 , 69754 , 19.917877375730995
146 , 457 , 50233 , 14.34376142178363
147 , 560 , 68719 , 19.622338724415197
148 , 576 , 107769 , 30.77285498903509
149 , 474 , 88132 , 25.165615862573095
150 , 506 , 99397 , 28.382275676169595
151 , 576 , 49013 , 13.995397021198832
152 , 576 , 73788 , 21.06976425438596
153 , 489 , 46191 , 13.189590186403507
154 , 576 , 44470 , 12.698167945906432
155 , 576 , 99063 , 28.28690378289474
156 , 427 , 41866 , 11.954609831871345
157 , 576 , 86018 , 24.561974597953217
158 , 576 , 48659 , 13.894314236111112
159 , 477 , 53126 , 15.169841922514625
160 , 492 , 76247 , 21.771918402777775
161 , 576 , 74792 , 21.356451023391816
162 , 492 , 47404 , 13.535955774853804
163 , 453 , 47830 , 13.657597770467833
164 , 576 , 86033 , 24.56625776681287
165 , 534 , 84462 , 24.11766721491228
166 , 576 , 73246 , 20.91499908625731
167 , 576 , 54780 , 15.642132675438598
168 , 471 , 75053 , 21.430978161549707
169 , 503 , 73873 , 21.09403554459064
170 , 576 , 84047 , 23.999166209795323
171 , 469 , 71590 , 20.44213724415205
172 , 546 , 81974 , 23.407232273391813
173 , 576 , 49124 , 14.027092470760236
174 , 461 , 43454 , 12.408054641812866
175 , 522 , 58982 , 16.841991045321638
176 , 576 , 52201 , 14.905713176169591
177 , 521 , 43059 , 12.29526452850877
178 , 576 , 46838 , 13.37433753654971
179 , 476 , 76569 , 21.863863760964907
180 , 338 , 50803 , 14.506521838450292
181 , 455 , 69245 , 19.77253517909357
182 , 455 , 47922 , 13.683867872807019
183 , 335 , 32167 , 9.18511284722222
184 , 462 , 51632 , 14.743238304093566
185 , 470 , 59091 , 16.873115405701753
186 , 471 , 63857 , 18.234020924707604
187 , 576 , 92273 , 26.3480560124269
188 , 532 , 70211 , 20.04837125365497
189 , 499 , 72492 , 20.699698464912277
190 , 469 , 72338 , 20.65572459795322
191 , 460 , 59838 , 17.08641721491228
192 , 465 , 66806 , 19.07609192251462
193 , 494 , 77621 , 22.164256670321645
194 , 489 , 56496 , 16.13212719298246
195 , 490 , 82569 , 23.57713130482456
196 , 482 , 65966 , 18.836234466374265
197 , 498 , 70859 , 20.233404148391816
198 , 548 , 88086 , 25.15248081140351
199 , 570 , 93677 , 26.748960617690063
200 , 576 , 95115 , 27.15957373903509
201 , 480 , 73557 , 21.003803453947373
202 , 533 , 80048 , 22.85727339181286
203 , 462 , 82422 , 23.535156250000004
204 , 464 , 83326 , 23.793288559941523
205 , 459 , 98423 , 28.104155244883046
206 , 532 , 122854 , 35.080295138888886
207 , 474 , 86495 , 24.698179367690063
208 , 479 , 103788 , 29.636101973684205
209 , 476 , 96403 , 27.527355171783633
210 , 497 , 72443 , 20.68570677997076
211 , 440 , 76472 , 21.83616593567252
212 , 576 , 89350 , 25.513409173976605
213 , 482 , 75998 , 21.700817799707607
214 , 496 , 73364 , 20.948693347953213
215 , 576 , 63484 , 18.127512792397663
216 , 440 , 76964 , 21.976653874269005
217 , 536 , 90398 , 25.812659904970754
218 , 564 , 86675 , 24.74957739400585
219 , 491 , 74818 , 21.363875182748533
220 , 484 , 70679 , 20.18200612207603
221 , 481 , 87095 , 24.86950612207602
222 , 464 , 86678 , 24.750434027777775
223 , 463 , 88696 , 25.32666301169591
224 , 573 , 82380 , 23.523163377192976
225 , 465 , 87019 , 24.847804733187132
226 , 465 , 91839 , 26.224129660087716
227 , 462 , 74652 , 21.316474780701753
228 , 461 , 86294 , 24.640784904970758
229 , 461 , 78487 , 22.41153828581871
230 , 462 , 78810 , 22.503769188596497
231 , 463 , 77985 , 22.26819490131579
232 , 445 , 79869 , 22.80616091008772
233 , 445 , 76481 , 21.838735836988302
234 , 475 , 70627 , 20.167157803362574
235 , 462 , 72886 , 20.812203033625725
236 , 462 , 79636 , 22.739629020467834
237 , 448 , 67445 , 19.258554915935672
238 , 449 , 69624 , 19.88075657894737
239 , 449 , 71541 , 20.428145559210527
240 , 464 , 72813 , 20.791358278508774
241 , 464 , 74011 , 21.13344069809941
242 , 464 , 71849 , 20.516093293128655
243 , 467 , 78346 , 22.371276498538005
244 , 464 , 69391 , 19.814224689327496
245 , 464 , 67273 , 19.209441246345026
246 , 464 , 68482 , 19.55466465643275
247 , 465 , 72097 , 20.586908351608184
248 , 462 , 69129 , 19.739412006578952
249 , 459 , 64324 , 18.36737024853801
250 , 460 , 69180 , 19.75397478070175
251 , 460 , 73453 , 20.974106816520468
252 , 444 , 70291 , 20.07121482090643
253 , 442 , 66706 , 19.04753746345029
254 , 400 , 64776 , 18.49643640350877
255 , 401 , 68261 , 19.491559301900583
256 , 400 , 69725 , 19.909596582602337
257 , 400 , 66014 , 18.84994060672515
258 , 398 , 64968 , 18.551260964912277
259 , 399 , 62269 , 17.78057611476608
260 , 398 , 63834 , 18.22745339912281
261 , 399 , 62018 , 17.708904422514617
262 , 408 , 63843 , 18.230023300438592
263 , 410 , 59833 , 17.084989491959067
264 , 418 , 63634 , 18.170344480994157
265 , 417 , 62964 , 17.979029605263154
266 , 398 , 61767 , 17.63723273026316
267 , 399 , 58095 , 16.58871299342105
268 , 399 , 63633 , 18.1700589364035
269 , 230 , 60837 , 17.371676260964914
270 , 399 , 64096 , 18.30226608187135
271 , 400 , 66720 , 19.051535087719298
272 , 342 , 58792 , 16.787737573099417
273 , 342 , 53389 , 15.244940149853797
274 , 338 , 59533 , 16.99932611476608
275 , 326 , 59907 , 17.106119791666668
276 , 165 , 61926 , 17.68263432017543
277 , 362 , 58925 , 16.825715003654974
278 , 361 , 57249 , 16.347142269736842
279 , 361 , 55118 , 15.738646747076023
280 , 361 , 58195 , 16.61726745248538
281 , 186 , 57745 , 16.488772386695903
282 , 362 , 51195 , 14.618455317982457
283 , 154 , 58686 , 16.75746984649123
284 , 182 , 54782 , 15.642703764619881
285 , 358 , 58544 , 16.71692251461988
286 , 186 , 58525 , 16.71149716739766
287 , 113 , 56676 , 16.183525219298243
288 , 185 , 54335 , 15.515065332602337
289 , 161 , 60947 , 17.403086165935672
290 , 181 , 56391 , 16.10214501096491
291 , 157 , 56285 , 16.071877284356724
292 , 87 , 53139 , 15.173554002192981
293 , 154 , 57264 , 16.351425438596493
294 , 177 , 54483 , 15.557325932017546
295 , 147 , 53828 , 15.370294225146198
