I,H,S,P
662 , 403 , 26771 , 6.943190895604453
663 , 433 , 26938 , 6.986503169317275
664 , 236 , 26856 , 6.965236064859481
665 , 207 , 27066 , 7.019700600666023
666 , 260 , 27196 , 7.053416741879595
667 , 263 , 27175 , 7.047970288298942
668 , 207 , 26968 , 6.994283817289635
669 , 208 , 26837 , 6.960308321143652
670 , 430 , 26913 , 6.980019296006972
671 , 443 , 26942 , 6.987540589046922
672 , 443 , 26910 , 6.979241231209735
673 , 412 , 26787 , 6.9473405745230465
674 , 297 , 26481 , 6.867977965204944
675 , 427 , 26141 , 6.7797972881848265
676 , 285 , 25656 , 6.654010145964955
677 , 317 , 25588 , 6.6363740105609335
678 , 165 , 25873 , 6.710290166298383
679 , 202 , 25972 , 6.735966304607179
680 , 392 , 26279 , 6.815588268857696
681 , 445 , 26288 , 6.817922463249406
682 , 453 , 26444 , 6.858381832705693
683 , 211 , 26767 , 6.942153475874805
684 , 207 , 26985 , 6.9986928511406425
685 , 282 , 27575 , 7.151712261263785
